contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NODE_A10_length_21203_cov_11.409306_BlackFly27	21203	No	NA	41	10	0	Medium-quality	Genome-fragment	54.02	AAI-based (high-confidence)	0.0	1.0	
NODE_A38_length_21154_cov_25.585140_BlackFly19	21154	No	NA	30	18	1	Low-quality	Genome-fragment	48.24	AAI-based (high-confidence)	0.0	1.0	
NODE_A7_length_20978_cov_49.948998_BlackFly29	20978	No	NA	43	10	1	Low-quality	Genome-fragment	47.77	AAI-based (medium-confidence)	0.0	1.0	
NODE_A15_length_20842_cov_11.565374_BlackFly3	20842	No	NA	31	13	0	Low-quality	Genome-fragment	29.12	HMM-based (lower-bound)	0.0	1.0	
NODE_A2_length_20773_cov_28.276479_BlackFly59	20773	No	NA	29	10	0	Low-quality	Genome-fragment	47.57	AAI-based (medium-confidence)	0.0	1.01	
NODE_A8_length_20704_cov_14.363940_BlackFly48	20704	No	NA	30	21	0	Low-quality	Genome-fragment	35.51	AAI-based (medium-confidence)	0.0	1.0	
NODE_A8_length_20525_cov_12.861600_BlackFly43	20525	No	NA	33	8	0	Low-quality	Genome-fragment	48.12	AAI-based (medium-confidence)	0.0	1.0	
NODE_A15_length_20251_cov_42.450233_BlackFly28	20251	No	NA	23	18	0	Low-quality	Genome-fragment	43.69	AAI-based (high-confidence)	0.0	1.0	
NODE_A9_length_19855_cov_23.649914_BlackFly43	19855	No	NA	19	6	1	Medium-quality	Genome-fragment	50.01	AAI-based (medium-confidence)	0.0	1.0	
NODE_A4_length_19843_cov_17.610493_BlackFly59	19843	No	NA	29	21	0	Medium-quality	Genome-fragment	58.97	AAI-based (medium-confidence)	0.0	1.0	
NODE_A9_length_19630_cov_29.010740_BlackFly36	19630	No	NA	27	1	4	Low-quality	Genome-fragment	20.84	AAI-based (medium-confidence)	0.0	1.01	
NODE_A16_length_19458_cov_15.658274_BlackFly28	19458	No	NA	36	19	0	Low-quality	Genome-fragment	25.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_19165_cov_17.165706_BlackFly27	19165	No	NA	18	11	0	Low-quality	Genome-fragment	29.54	AAI-based (high-confidence)	0.0	1.0	
NODE_A5_length_18741_cov_21.474764_BlackFly59	18741	No	NA	25	16	1	Low-quality	Genome-fragment	41.13	AAI-based (medium-confidence)	0.0	1.0	
NODE_A5_length_18557_cov_18.904167_BlackFly31	18557	No	NA	22	18	0	Low-quality	Genome-fragment	45.16	AAI-based (high-confidence)	0.0	1.0	
NODE_A18_length_18447_cov_19.530376_BlackFly28	18447	No	NA	22	20	0	Low-quality	Genome-fragment	10.93	AAI-based (high-confidence)	0.0	1.0	
NODE_A1_length_18441_cov_19.368112_BlackFly13	18441	No	NA	17	13	0	Low-quality	Genome-fragment	43.61	AAI-based (high-confidence)	0.0	1.0	
NODE_A10_length_18326_cov_49.358157_BlackFly57	18326	No	NA	33	12	1	Low-quality	Genome-fragment	45.28	AAI-based (medium-confidence)	0.0	1.0	
NODE_A9_length_18142_cov_65.307667_BlackFly29	18142	No	NA	23	19	0	Low-quality	Genome-fragment	47.92	AAI-based (high-confidence)	0.0	1.0	
NODE_A9_length_18140_cov_11.648896_BlackFly15	18140	No	NA	19	15	0	Low-quality	Genome-fragment	40.96	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_18003_cov_34.548812_BlackFly30	18003	No	NA	26	13	0	Low-quality	Genome-fragment	41.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A41_length_17958_cov_14.794363_BlackFly19	17958	No	NA	36	15	0	Low-quality	Genome-fragment	34.48	AAI-based (high-confidence)	0.0	1.0	
NODE_A17_length_17943_cov_28.067726_BlackFly3	17943	No	NA	20	18	0	Low-quality	Genome-fragment	40.93	AAI-based (high-confidence)	0.0	1.0	
NODE_A10_length_17871_cov_30.572215_BlackFly23	17871	No	NA	39	13	0	Low-quality	Genome-fragment	12.0	HMM-based (lower-bound)	0.0	1.0	
NODE_A6_length_17759_cov_626.034046_BlackFly9	17759	No	NA	16	5	0	Low-quality	Genome-fragment	7.98	HMM-based (lower-bound)	0.0	1.0	
NODE_A10_length_17603_cov_13.349195_BlackFly29	17603	No	NA	35	9	0	Low-quality	Genome-fragment	29.39	AAI-based (medium-confidence)	0.0	1.0	
NODE_C2_length_17573_cov_7.953589_BlackFly31	17573	No	NA	43	3	1	Low-quality	Genome-fragment	27.6	HMM-based (lower-bound)	0.0	1.0	
NODE_A4_length_17255_cov_155.590057_BlackFly52	17255	No	NA	36	6	0	Low-quality	Genome-fragment	33.13	AAI-based (medium-confidence)	0.0	1.0	
NODE_A7_length_16880_cov_22.938166_BlackFly4	16880	No	NA	34	13	0	Low-quality	Genome-fragment	47.91	AAI-based (high-confidence)	0.0	1.0	
NODE_A5_length_16767_cov_16.606291_BlackFly52	16767	No	NA	21	16	0	Low-quality	Genome-fragment	40.61	AAI-based (high-confidence)	0.0	1.0	
NODE_A12_length_16756_cov_27.426644_BlackFly30	16756	No	NA	30	13	0	Low-quality	Genome-fragment	47.56	AAI-based (high-confidence)	0.0	1.0	
NODE_A10_length_16703_cov_33.000060_BlackFly36	16703	No	NA	21	7	4	Low-quality	Genome-fragment	3.79	AAI-based (medium-confidence)	0.0	1.0	
NODE_A9_length_16574_cov_9.741892_BlackFly48	16574	No	NA	24	14	0	Low-quality	Genome-fragment	9.8	AAI-based (high-confidence)	0.0	1.0	
NODE_A6_length_16454_cov_239.439091_BlackFly52	16454	No	NA	20	15	0	Low-quality	Genome-fragment	33.51	AAI-based (high-confidence)	0.0	1.0	
NODE_C3_length_16372_cov_7.776925_BlackFly31	16372	No	NA	31	7	0	Low-quality	Genome-fragment	19.25	HMM-based (lower-bound)	0.0	1.0	
NODE_C3_length_16254_cov_124.177721_BlackFly12	16254	No	NA	25	16	0	Low-quality	Genome-fragment	38.27	AAI-based (medium-confidence)	0.0	1.0	
NODE_A11_length_16088_cov_35.326401_BlackFly36	16088	No	NA	19	6	1	Low-quality	Genome-fragment	3.28	AAI-based (medium-confidence)	0.0	1.0	
NODE_A16_length_16052_cov_19.007449_BlackFly16	16052	No	NA	23	21	0	Low-quality	Genome-fragment	45.99	AAI-based (medium-confidence)	0.0	1.0	
NODE_A13_length_15982_cov_11.591826_BlackFly27	15982	No	NA	36	13	0	Low-quality	Genome-fragment	34.69	AAI-based (high-confidence)	0.0	1.0	
NODE_A22_length_15948_cov_27.024699_BlackFly28	15948	No	NA	26	9	0	Low-quality	Genome-fragment	31.2	AAI-based (high-confidence)	0.0	1.0	
NODE_A13_length_15859_cov_45.730579_BlackFly57	15859	No	NA	24	18	0	Low-quality	Genome-fragment	44.22	AAI-based (medium-confidence)	0.0	1.0	
NODE_A18_length_15847_cov_29.006848_BlackFly3	15847	No	NA	21	15	0	Low-quality	Genome-fragment	36.12	AAI-based (high-confidence)	0.0	1.0	
NODE_A17_length_15822_cov_38.257288_BlackFly16	15822	No	NA	22	8	0	Low-quality	Genome-fragment	47.48	AAI-based (medium-confidence)	0.0	1.0	
NODE_A18_length_15742_cov_58.739036_BlackFly16	15742	No	NA	14	4	0	Low-quality	Genome-fragment	31.08	AAI-based (medium-confidence)	0.0	1.0	
NODE_A14_length_15640_cov_59.879907_BlackFly27	15640	No	NA	18	17	0	Low-quality	Genome-fragment	45.59	AAI-based (high-confidence)	0.0	1.0	
NODE_A23_length_14998_cov_26.705449_BlackFly28	14998	No	NA	13	9	0	Low-quality	Genome-fragment	42.16	AAI-based (high-confidence)	0.0	1.0	
NODE_A24_length_14951_cov_14.818811_BlackFly28	14951	No	NA	33	20	0	Low-quality	Genome-fragment	8.83	AAI-based (high-confidence)	0.0	1.0	
NODE_A13_length_14943_cov_15.530539_BlackFly43	14943	No	NA	21	9	0	Low-quality	Genome-fragment	28.6	AAI-based (medium-confidence)	0.0	1.0	
NODE_A1_length_14612_cov_10.249604_BlackFly35	14612	No	NA	25	19	0	Low-quality	Genome-fragment	32.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A7_length_14608_cov_31.628312_BlackFly5	14608	No	NA	26	8	1	Low-quality	Genome-fragment	17.01	HMM-based (lower-bound)	0.0	1.0	
NODE_A3_length_14605_cov_15.717924_BlackFly20	14605	No	NA	27	11	0	Low-quality	Genome-fragment	34.29	AAI-based (medium-confidence)	0.0	1.0	
NODE_A9_length_14565_cov_12.117477_BlackFly4	14565	No	NA	18	11	1	Low-quality	Genome-fragment	37.8	AAI-based (high-confidence)	0.0	1.0	
NODE_A12_length_14456_cov_30.748661_BlackFly36	14456	No	NA	26	1	0	Low-quality	Genome-fragment	4.92	HMM-based (lower-bound)	0.0	1.02	
NODE_A13_length_14419_cov_47.444220_BlackFly36	14419	No	NA	17	4	0	Low-quality	Genome-fragment	2.98	AAI-based (medium-confidence)	0.0	1.0	
NODE_A2_length_14200_cov_17.357290_BlackFly34	14200	No	NA	27	8	0	Low-quality	Genome-fragment	34.03	AAI-based (high-confidence)	0.0	1.0	
NODE_A17_length_14159_cov_7.473654_BlackFly57	14159	No	NA	20	12	0	Low-quality	Genome-fragment	32.87	AAI-based (medium-confidence)	0.0	1.0	
NODE_A3_length_14006_cov_17.173666_BlackFly14	14006	No	NA	16	12	0	Low-quality	Genome-fragment	30.2	AAI-based (medium-confidence)	0.0	1.0	
NODE_A9_length_13996_cov_20.574467_BlackFly49	13996	No	NA	20	8	0	Low-quality	Genome-fragment	34.53	AAI-based (medium-confidence)	0.0	1.0	
NODE_A47_length_13909_cov_9.641628_BlackFly19	13909	No	NA	13	13	0	Low-quality	Genome-fragment	28.11	AAI-based (high-confidence)	0.0	1.0	
NODE_A48_length_13708_cov_1437.193603_BlackFly19	13708	No	NA	10	6	0	Low-quality	Genome-fragment	33.96	AAI-based (high-confidence)	0.0	1.0	
NODE_A7_length_13444_cov_10.312037_BlackFly59	13444	No	NA	12	2	0	Low-quality	Genome-fragment	10.82	AAI-based (medium-confidence)	0.0	1.0	
NODE_A16_length_13327_cov_18.105283_BlackFly6	13327	No	NA	24	5	0	Low-quality	Genome-fragment	30.68	AAI-based (medium-confidence)	0.0	1.0	
NODE_A7_length_13279_cov_182.728223_BlackFly52	13279	No	NA	29	7	0	Low-quality	Genome-fragment	28.22	AAI-based (medium-confidence)	0.0	1.0	
NODE_A13_length_13235_cov_22.517784_BlackFly30	13235	No	NA	25	17	0	Low-quality	Genome-fragment	26.05	AAI-based (medium-confidence)	0.0	1.0	
NODE_A7_length_13159_cov_902.398761_BlackFly31	13159	No	NA	29	5	0	Low-quality	Genome-fragment	26.7	AAI-based (medium-confidence)	0.0	1.0	
NODE_A2_length_13078_cov_52.980694_BlackFly11	13078	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A14_length_13045_cov_15.379318_BlackFly30	13045	No	NA	21	18	0	Low-quality	Genome-fragment	22.07	AAI-based (high-confidence)	0.0	1.0	
NODE_A49_length_12917_cov_228.283879_BlackFly19	12917	No	NA	9	6	0	Low-quality	Genome-fragment	32.26	AAI-based (high-confidence)	0.0	1.0	
NODE_A12_length_12685_cov_12.050603_BlackFly48	12685	No	NA	10	10	0	Low-quality	Genome-fragment	7.47	AAI-based (high-confidence)	0.0	1.0	
NODE_A10_length_12646_cov_10.202880_BlackFly9	12646	No	NA	12	6	0	Low-quality	Genome-fragment	19.17	HMM-based (lower-bound)	0.0	1.0	
NODE_A13_length_12646_cov_9.253481_BlackFly29	12646	No	NA	26	16	0	Low-quality	Genome-fragment	31.12	AAI-based (high-confidence)	0.0	1.0	
NODE_A2_length_12540_cov_26.538474_BlackFly33	12540	No	NA	20	13	0	Low-quality	Genome-fragment	29.1	AAI-based (high-confidence)	0.0	1.0	
NODE_A14_length_12538_cov_15.531900_BlackFly43	12538	No	NA	18	11	0	Low-quality	Genome-fragment	19.95	HMM-based (lower-bound)	0.0	1.0	
NODE_A14_length_12475_cov_32.871592_BlackFly36	12475	No	NA	20	2	0	Low-quality	Genome-fragment	7.44	HMM-based (lower-bound)	0.0	1.0	
NODE_A15_length_12439_cov_32.814755_BlackFly36	12439	No	NA	31	4	0	Low-quality	Genome-fragment	5.95	HMM-based (lower-bound)	0.0	1.0	
NODE_A4_length_12404_cov_730.807901_BlackFly44	12404	No	NA	6	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A19_length_12397_cov_54.561607_BlackFly16	12397	No	NA	17	10	0	Low-quality	Genome-fragment	35.86	AAI-based (high-confidence)	0.0	1.0	
NODE_A20_length_12165_cov_44.705824_BlackFly16	12165	No	NA	10	9	0	Low-quality	Genome-fragment	21.63	AAI-based (medium-confidence)	0.0	1.0	
NODE_A8_length_12161_cov_11.260593_BlackFly52	12161	No	NA	21	12	0	Low-quality	Genome-fragment	25.67	AAI-based (high-confidence)	0.0	1.0	
NODE_A20_length_12140_cov_876.354307_BlackFly3	12140	No	NA	4	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A13_length_12117_cov_47.606645_BlackFly48	12117	No	NA	18	7	0	Low-quality	Genome-fragment	34.81	AAI-based (high-confidence)	0.0	1.0	
NODE_A15_length_11970_cov_9.686454_BlackFly43	11970	No	NA	29	5	0	Low-quality	Genome-fragment	10.89	HMM-based (lower-bound)	0.0	1.0	
NODE_A2_length_11923_cov_14.729782_BlackFly13	11923	No	NA	5	2	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NODE_A2_length_11861_cov_97.785217_BlackFly_NC_Jara_1	11861	No	NA	21	10	0	Low-quality	Genome-fragment	25.94	AAI-based (medium-confidence)	0.0	1.01	
NODE_A14_length_11791_cov_12.735103_BlackFly48	11791	No	NA	18	13	0	Low-quality	Genome-fragment	6.98	AAI-based (high-confidence)	0.0	1.0	
NODE_C8_length_11776_cov_52.039320_BlackFly3	11776	No	NA	2	2	0	High-quality	High-quality	95.59	AAI-based (medium-confidence)	0.0	1.06	
NODE_A2_length_11771_cov_11.935351_BlackFly24	11771	No	NA	16	5	0	Low-quality	Genome-fragment	22.51	AAI-based (high-confidence)	0.0	1.0	
NODE_A15_length_11750_cov_62.005825_BlackFly27	11750	No	NA	17	11	0	Low-quality	Genome-fragment	35.64	AAI-based (high-confidence)	0.0	1.0	
NODE_A16_length_11660_cov_1302.044807_BlackFly30	11660	No	NA	23	3	0	Low-quality	Genome-fragment	22.05	AAI-based (high-confidence)	0.0	1.0	
NODE_A21_length_11660_cov_16.557196_BlackFly16	11660	No	NA	20	3	0	Low-quality	Genome-fragment	22.12	AAI-based (medium-confidence)	0.0	1.0	
NODE_A10_length_11629_cov_7482.078168_BlackFly52	11629	No	NA	2	2	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.02	
NODE_A30_length_11543_cov_56.611634_BlackFly28	11543	No	NA	11	8	0	Low-quality	Genome-fragment	26.66	AAI-based (medium-confidence)	0.0	1.0	
NODE_A22_length_11526_cov_52.493493_BlackFly16	11526	No	NA	14	4	0	Low-quality	Genome-fragment	28.08	AAI-based (high-confidence)	0.0	1.0	
NODE_A15_length_11423_cov_9.620395_BlackFly29	11423	No	NA	15	10	0	Low-quality	Genome-fragment	19.06	AAI-based (medium-confidence)	0.0	1.0	
NODE_B11_length_11256_cov_11.763396_BlackFly19	11256	No	NA	15	2	0	Low-quality	Genome-fragment	15.25	HMM-based (lower-bound)	0.0	1.0	
NODE_A17_length_11229_cov_14.795373_BlackFly27	11229	No	NA	16	3	0	Low-quality	Genome-fragment	11.05	AAI-based (medium-confidence)	0.0	1.0	
NODE_A10_length_11176_cov_10.956753_BlackFly31	11176	No	NA	12	5	0	Low-quality	Genome-fragment	22.15	AAI-based (high-confidence)	0.0	1.0	
NODE_A52_length_11162_cov_417.324222_BlackFly19	11162	No	NA	5	2	0	High-quality	High-quality	96.03	AAI-based (medium-confidence)	0.0	1.0	
NODE_A18_length_11069_cov_29.309680_BlackFly30	11069	No	NA	13	12	0	Low-quality	Genome-fragment	27.85	AAI-based (high-confidence)	0.0	1.0	
NODE_A31_length_11068_cov_12.300428_BlackFly28	11068	No	NA	8	8	0	Low-quality	Genome-fragment	6.52	AAI-based (high-confidence)	0.0	1.0	
NODE_A1_length_10941_cov_33.802467_BlackFly17	10941	No	NA	5	1	0	High-quality	High-quality	99.1	HMM-based (lower-bound)	0.0	1.0	
NODE_A5_length_10885_cov_17.666173_BlackFly14	10885	No	NA	22	9	0	Low-quality	Genome-fragment	30.23	AAI-based (medium-confidence)	0.0	1.0	
NODE_A11_length_10883_cov_10.882843_BlackFly9	10883	No	NA	11	8	0	Low-quality	Genome-fragment	21.94	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_10849_cov_995.947085_BlackFly52	10849	No	NA	2	0	0	Medium-quality	Genome-fragment	88.02	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
NODE_A23_length_10825_cov_5670.042892_BlackFly3	10825	No	NA	2	1	0	Medium-quality	Genome-fragment	88.13	AAI-based (high-confidence)	0.0	1.03	
NODE_A18_length_10824_cov_16.311064_BlackFly27	10824	No	NA	12	5	0	Low-quality	Genome-fragment	10.76	AAI-based (medium-confidence)	0.0	1.0	
NODE_A18_length_10824_cov_26.920443_BlackFly6	10824	No	NA	20	4	2	Low-quality	Genome-fragment	27.98	AAI-based (medium-confidence)	0.0	1.0	
NODE_B6_length_10822_cov_177.050070_BlackFly32	10822	No	NA	2	2	0	Medium-quality	Genome-fragment	88.11	AAI-based (high-confidence)	0.0	1.07	
NODE_C3_length_10817_cov_74.075047_BlackFly28	10817	No	NA	19	8	0	Low-quality	Genome-fragment	23.49	AAI-based (medium-confidence)	0.0	1.0	
NODE_A12_length_10740_cov_12.440214_BlackFly52	10740	No	NA	15	10	0	Low-quality	Genome-fragment	22.99	AAI-based (high-confidence)	0.0	1.0	
NODE_A8_length_10735_cov_43.050666_BlackFly5	10735	No	NA	21	7	0	Low-quality	Genome-fragment	13.08	HMM-based (lower-bound)	0.0	1.0	
NODE_A2_length_10715_cov_20.665351_BlackFly7	10715	No	NA	13	13	0	Low-quality	Genome-fragment	28.96	AAI-based (high-confidence)	0.0	1.0	
NODE_A14_length_10678_cov_14.322139_BlackFly31	10678	No	NA	23	5	0	Low-quality	Genome-fragment	23.97	AAI-based (medium-confidence)	0.0	1.0	
NODE_A6_length_10578_cov_18.116751_BlackFly44	10578	No	NA	13	10	0	Low-quality	Genome-fragment	28.55	AAI-based (high-confidence)	0.0	1.01	
NODE_A23_length_10487_cov_419.766667_BlackFly16	10487	No	NA	4	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A34_length_10464_cov_13.312313_BlackFly28	10464	No	NA	20	4	1	Low-quality	Genome-fragment	13.49	HMM-based (lower-bound)	0.0	1.0	
NODE_A18_length_10458_cov_21.283499_BlackFly43	10458	No	NA	14	12	0	Low-quality	Genome-fragment	28.46	AAI-based (medium-confidence)	0.0	1.0	
NODE_A8_length_10424_cov_7.461003_BlackFly20	10424	No	NA	14	12	0	Low-quality	Genome-fragment	26.59	AAI-based (high-confidence)	0.0	1.0	
NODE_A15_length_10423_cov_655.792571_BlackFly12	10423	No	NA	13	4	0	High-quality	High-quality	90.57	AAI-based (medium-confidence)	0.0	1.0	
NODE_A36_length_10357_cov_588.045525_BlackFly28	10357	No	NA	12	2	0	Low-quality	Genome-fragment	29.57	HMM-based (lower-bound)	0.0	1.0	
NODE_A12_length_10322_cov_28.854856_BlackFly23	10322	No	NA	13	12	0	Low-quality	Genome-fragment	23.22	AAI-based (high-confidence)	0.0	1.0	
NODE_A25_length_10280_cov_22.221111_BlackFly16	10280	No	NA	11	6	0	Low-quality	Genome-fragment	29.55	AAI-based (high-confidence)	0.0	1.0	
NODE_A17_length_10272_cov_15.957822_BlackFly15	10272	No	NA	13	3	0	Low-quality	Genome-fragment	23.79	AAI-based (medium-confidence)	0.0	1.0	
NODE_A16_length_10201_cov_8.848578_BlackFly12	10201	No	NA	15	4	1	Low-quality	Genome-fragment	20.74	AAI-based (medium-confidence)	0.0	1.0	
NODE_A19_length_10165_cov_703.602795_BlackFly30	10165	No	NA	25	8	0	Low-quality	Genome-fragment	20.8	AAI-based (medium-confidence)	0.0	1.0	
NODE_A38_length_10125_cov_32.229797_BlackFly28	10125	No	NA	15	2	0	Low-quality	Genome-fragment	19.58	AAI-based (high-confidence)	0.0	1.0	
NODE_A3_length_10120_cov_17.108035_BlackFly35	10120	No	NA	14	10	0	Low-quality	Genome-fragment	23.19	AAI-based (medium-confidence)	0.0	1.0	
NODE_A6_length_10104_cov_8.902064_BlackFly14	10104	No	NA	21	3	0	Low-quality	Genome-fragment	19.35	AAI-based (high-confidence)	0.0	1.0	
NODE_A25_length_10103_cov_14.317175_BlackFly3	10103	No	NA	14	14	0	Low-quality	Genome-fragment	22.56	AAI-based (medium-confidence)	0.0	1.0	
NODE_A12_length_10090_cov_8.877459_BlackFly9	10090	No	NA	14	9	0	Low-quality	Genome-fragment	17.33	AAI-based (medium-confidence)	0.0	1.0	
NODE_A8_length_10084_cov_13.555011_BlackFly42	10084	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A39_length_10076_cov_19.291229_BlackFly28	10076	No	NA	15	12	0	Low-quality	Genome-fragment	23.21	AAI-based (high-confidence)	0.0	1.0	
NODE_A4_length_10075_cov_1088.771954_BlackFly34	10075	No	NA	1	1	0	Medium-quality	Genome-fragment	77.05	HMM-based (lower-bound)	0.0	1.0	
NODE_A18_length_10006_cov_132.557659_BlackFly29	10006	No	NA	14	2	1	Low-quality	Genome-fragment	11.6	HMM-based (lower-bound)	0.0	1.0	
NODE_A13_length_9984_cov_23.557989_BlackFly23	9984	No	NA	19	5	0	Low-quality	Genome-fragment	23.02	AAI-based (medium-confidence)	0.0	1.0	
NODE_A5_length_9982_cov_254.326300_BlackFly34	9982	No	NA	1	1	0	Medium-quality	Genome-fragment	76.34	HMM-based (lower-bound)	0.0	1.0	
NODE_A7_length_9962_cov_118.302984_BlackFly53	9962	No	NA	9	4	0	Low-quality	Genome-fragment	23.35	AAI-based (medium-confidence)	0.0	1.0	
NODE_A20_length_9958_cov_6.709038_BlackFly36	9958	No	NA	13	10	0	Low-quality	Genome-fragment	21.37	AAI-based (high-confidence)	0.0	1.0	
NODE_A15_length_9923_cov_26.446780_BlackFly31	9923	No	NA	12	12	0	Low-quality	Genome-fragment	24.63	AAI-based (high-confidence)	0.0	1.0	
NODE_A13_length_9879_cov_8.596307_BlackFly9	9879	No	NA	15	11	0	Low-quality	Genome-fragment	25.06	AAI-based (medium-confidence)	0.0	1.0	
NODE_A1_length_9828_cov_156.569377_BlackFly18	9828	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A14_length_9813_cov_7.770542_BlackFly10	9813	No	NA	25	8	0	Low-quality	Genome-fragment	22.41	AAI-based (medium-confidence)	0.0	1.0	
NODE_A11_length_9789_cov_221.877471_BlackFly20	9789	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A14_length_9781_cov_9.188376_BlackFly52	9781	No	NA	7	7	0	Low-quality	Genome-fragment	22.83	AAI-based (high-confidence)	0.0	1.0	
NODE_A20_length_9776_cov_4.998041_BlackFly43	9776	No	NA	14	7	0	Low-quality	Genome-fragment	10.45	AAI-based (medium-confidence)	0.0	1.0	
NODE_A7_length_9770_cov_64.107810_BlackFly14	9770	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_B13_length_9765_cov_468.302952_BlackFly12	9765	No	NA	14	9	0	Low-quality	Genome-fragment	21.31	AAI-based (medium-confidence)	0.0	1.0	
NODE_A26_length_9752_cov_553.544393_BlackFly3	9752	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A40_length_9718_cov_44.307852_BlackFly28	9718	No	NA	14	10	0	Low-quality	Genome-fragment	23.37	AAI-based (high-confidence)	0.0	1.0	
NODE_B15_length_9698_cov_12.263382_BlackFly12	9698	No	NA	12	9	0	Low-quality	Genome-fragment	19.35	AAI-based (medium-confidence)	0.0	1.0	
NODE_A27_length_9672_cov_38.314747_BlackFly3	9672	No	NA	2	1	0	High-quality	High-quality	96.48	AAI-based (medium-confidence)	0.0	1.0	
NODE_A20_length_9664_cov_18.783040_BlackFly27	9664	No	NA	17	7	0	Low-quality	Genome-fragment	13.88	AAI-based (high-confidence)	0.0	1.0	
NODE_A19_length_9644_cov_11.532455_BlackFly29	9644	No	NA	11	7	0	Low-quality	Genome-fragment	18.74	AAI-based (medium-confidence)	0.0	1.0	
NODE_A4_length_9584_cov_11.622173_BlackFly24	9584	No	NA	13	9	0	Low-quality	Genome-fragment	21.3	AAI-based (high-confidence)	0.0	1.0	
NODE_A27_length_9578_cov_13.934428_BlackFly16	9578	No	NA	2	1	0	High-quality	High-quality	95.57	AAI-based (medium-confidence)	0.0	1.0	
NODE_A8_length_9520_cov_7.284867_BlackFly14	9520	No	NA	13	2	0	Low-quality	Genome-fragment	17.93	AAI-based (medium-confidence)	0.0	1.0	
