	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A11047_length_732_cov_2.778626_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1105_length_827_cov_2.177333_BlackFly32	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 18
NODE_A11076_length_934_cov_17.954492_BlackFly34	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A1108_length_879_cov_3.519950_BlackFly7	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A11094_length_520_cov_2.318284_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A110_length_1007_cov_32.769892_BlackFly_NC_Jara_2	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	unclassified	Hymenopteran phenui-related virus OKIAV296
NODE_A110_length_1677_cov_4.751250_BlackFly38	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A110_length_1732_cov_19.791541_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Corynespora cassiicola bipartite mycovirus 1
NODE_A110_length_1763_cov_30.983393_BlackFly20	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 1
NODE_A110_length_1971_cov_4.822070_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage PhiPA3
NODE_A110_length_2150_cov_63.313073_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus	Kalajoki betapartitivirus
NODE_A110_length_2218_cov_2.141056_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Yersinia phage YerA41
NODE_A110_length_2799_cov_49.091477_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A110_length_3309_cov_439.921101_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A11103_length_539_cov_3.207792_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A11107_length_555_cov_1.213389_BlackFly18	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Vespa velutina associated ifla-like virus
NODE_A1110_length_818_cov_2.545209_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1111_length_622_cov_1.530275_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A1112_length_603_cov_3.203422_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1112_length_803_cov_3.431129_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1112_length_884_cov_2.574969_BlackFly57	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A11145_length_767_cov_4.304348_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1116_length_743_cov_2.864865_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	Acinetobacter phage Aristophanes
NODE_A1119_length_1135_cov_2.758979_BlackFly43	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A1119_length_795_cov_3.257660_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A111_length_1161_cov_11.678044_BlackFly_NC_Jara_1	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Sclerotinia sclerotiorum botybirnavirus 2-WX
NODE_A111_length_1675_cov_7.866708_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Fusarium mangiferae partitivirus 2
NODE_A111_length_2112_cov_2.316953_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A111_length_2119_cov_3.785504_BlackFly48	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A11202_length_729_cov_3.259202_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A11235_length_523_cov_1.502242_BlackFly41	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1123_length_821_cov_5.858871_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A11267_length_670_cov_2.838111_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1127_length_1332_cov_10.346614_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A112_length_2087_cov_3.353731_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A112_length_2109_cov_6.901083_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A112_length_2202_cov_3.503059_BlackFly59	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Bactrocera dorsalis cripavirus
NODE_A112_length_2571_cov_5.759423_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A112_length_3302_cov_12.031628_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated ssRNA virus 9
NODE_A112_length_3848_cov_7313.026783_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1130_length_705_cov_2.076433_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A11316_length_772_cov_2.348201_BlackFly39	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1131_length_820_cov_3.711978_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1133_length_662_cov_4.317949_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A11340_length_539_cov_2.599567_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1135_length_1329_cov_3.801917_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	unclassified
NODE_A11382_length_532_cov_2.059341_BlackFly38	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	Torque teno midi virus
NODE_A1138_length_1407_cov_50.451880_BlackFly14	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A1138_length_615_cov_1.420074_BlackFly6	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A1138_length_959_cov_13.264172_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A113_length_1499_cov_24.277075_BlackFly46	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus hispaniae
NODE_A113_length_1731_cov_4.235792_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A113_length_1810_cov_3.217542_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Hortaea werneckii totivirus 1
NODE_A113_length_2744_cov_8.750281_BlackFly36	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A113_length_3291_cov_19.195084_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	Drexlerviridae	Sauletekiovirus	Sauletekiovirus AAS23
NODE_A11407_length_770_cov_1.666667_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bactrocera dorsalis nora virus
NODE_A1140_length_819_cov_7.066038_BlackFly32	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A11423_length_928_cov_3.453584_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Saclayvirus	Acinetobacter phage vB_AbaM_phiAbaA1
NODE_A11427_length_516_cov_2.879271_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Pseudomonas phage OBP
NODE_A1143_length_782_cov_2.741844_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1143_length_793_cov_2.779330_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Nigrospora oryzae victorivirus 2
NODE_A11442_length_708_cov_1.270998_BlackFly3	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	unclassified
NODE_A1145_length_955_cov_4.018223_BlackFly31	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus nidulans partitivirus 1
NODE_A11467_length_707_cov_3.022222_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei odonate virus 4
NODE_A1146_length_585_cov_2.003937_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1146_length_887_cov_3.951852_BlackFly47	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A11476_length_667_cov_2.416949_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Chakrabartyvirus	Chakrabartyvirus pf16
NODE_A1147_length_711_cov_3.436909_BlackFly9	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus C
NODE_A1148_length_786_cov_1.788434_BlackFly49	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	unclassified
NODE_A1148_length_818_cov_3.298246_BlackFly58	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Erwinia phage phiEt88
NODE_A1149_length_612_cov_4.076636_BlackFly6	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Partitiviridae sp.
NODE_A1149_length_818_cov_5.059379_BlackFly32	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 4
NODE_A114_length_1456_cov_10.065990_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A114_length_1645_cov_4.599490_BlackFly38	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A114_length_1721_cov_7.571776_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A114_length_1809_cov_199.748268_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Grapevine partitivirus
NODE_A114_length_2737_cov_31.330075_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Synechococcus phage BUCT-ZZ01
NODE_A114_length_3228_cov_15.369407_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A114_length_3235_cov_9.569981_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Saclayvirus	Acinetobacter phage vB_AbaM_Acibel004
NODE_A1150_length_651_cov_2.961672_BlackFly12	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	Cercospora beticola negative-stranded virus 1
NODE_A1150_length_811_cov_9.272480_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	Ackermannviridae	unclassified	Rhizobium phage RHph_I1_18
NODE_A1151_length_679_cov_3.920266_BlackFly53	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A1152_length_630_cov_1.580470_BlackFly15	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	unclassified
NODE_A1153_length_650_cov_2.013962_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1153_length_795_cov_3.103064_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1154_length_629_cov_1.907609_BlackFly15	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Setosphaeria turcica hypovirus 1
NODE_A11550_length_766_cov_7.079826_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Soybean thrips iflavirus 8
NODE_A1156_length_584_cov_1.595661_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1156_length_679_cov_2.269103_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Vespa velutina partiti-like virus 2
NODE_A1156_length_779_cov_11.015670_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Yersinia phage YerA41
NODE_A1157_length_1286_cov_3.213400_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Pepyhexavirus	unclassified
NODE_A11585_length_722_cov_2.531783_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Proteus phage vB_PmiP_RS51pmB
NODE_A1158_length_1316_cov_5.773204_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A11593_length_665_cov_3.163265_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A115_length_1356_cov_5.275215_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus flavus partitivirus 1
NODE_A115_length_1386_cov_5.107716_BlackFly7	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	unclassified
NODE_A115_length_1707_cov_97.667485_BlackFly45	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A115_length_1717_cov_44.078659_BlackFly35	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Gaeumannomyces tritici partitivirus 1
NODE_A115_length_1720_cov_5.446135_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A11619_length_759_cov_3.900293_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Podoviridae sp. ctlpi2
NODE_A11631_length_704_cov_2.534290_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1164_length_875_cov_4.068922_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A11657_length_765_cov_1.607558_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Riboviria sp.
NODE_A1165_length_812_cov_5.340136_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Botryotinia fuckeliana totivirus 1
NODE_A11667_length_664_cov_3.294719_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A11696_length_593_cov_5.728682_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A116_length_1447_cov_4.698540_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A116_length_1713_cov_6.366137_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A116_length_1884_cov_7.705036_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Phabio
NODE_A116_length_2052_cov_14.988354_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Combu double-strand RNA mycovirus
NODE_A116_length_2718_cov_179.440742_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A116_length_2951_cov_5.139875_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A116_length_3229_cov_88.263642_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A116_length_799_cov_3.549861_BlackFly33	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage vB_PsaP_M1
NODE_A1170_length_625_cov_1.182482_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	Schitoviridae	unclassified	Alcaligenes phage vB_AfaP_QDWS595
NODE_A11712_length_534_cov_3.870897_BlackFly7	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microvirus sp.
NODE_A1171_length_765_cov_2.526163_BlackFly42	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified	Novo Mesto picornavirus 1
NODE_A11720_length_783_cov_3.740793_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1179_length_595_cov_3.749035_BlackFly35	Viruses	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Sinhaliviridae	unclassified	Xiangshan sinhali-like virus
NODE_A117_length_1867_cov_4.383799_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A117_length_2021_cov_7.259774_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage PhiPA3
NODE_A117_length_3228_cov_111.872739_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A117_length_3501_cov_192.502629_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A1180_length_764_cov_2.614265_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A11813_length_662_cov_1.676923_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1181_length_604_cov_1.880455_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
