	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A121_length_2323_cov_10.245325_BlackFly34	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	unclassified	Genomoviridae sp.
NODE_A121_length_3174_cov_2.562480_BlackFly3	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	unclassified
NODE_A1225_length_1033_cov_4.423640_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A122_length_1432_cov_3.388930_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A122_length_1831_cov_6.485177_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus coniothyrii
NODE_A122_length_2016_cov_5.600309_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A122_length_2437_cov_74.505085_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 3-BCS13
NODE_A122_length_3103_cov_5.195968_BlackFly19	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A122_length_3132_cov_4.877905_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acinetobacter phage AM24
NODE_A1236_length_1292_cov_3.386008_BlackFly3	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A123_length_1397_cov_4.443939_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A123_length_1804_cov_5.196873_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A123_length_2050_cov_7.918398_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A123_length_2110_cov_7.516478_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A123_length_2892_cov_5.807460_BlackFly12	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	unclassified	unclassified	Cercospora beticola negative-stranded virus 1
NODE_A123_length_3081_cov_11.900133_BlackFly19	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A1245_length_1270_cov_8.275775_BlackFly23	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A124_length_1340_cov_3.070467_BlackFly47	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Lasius neglectus picorna-like virus 8
NODE_A124_length_2302_cov_39.191461_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A124_length_2553_cov_67.025040_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A124_length_3468_cov_34.192569_BlackFly16	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A1251_length_1373_cov_37.469136_BlackFly14	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A1252_length_1269_cov_6.527685_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Stenotrophomonas phage vB_SmaS_BUCT548
NODE_A125_length_1323_cov_6.082665_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A125_length_1985_cov_3.281971_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A125_length_2424_cov_6.199403_BlackFly32	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A125_length_3133_cov_85.123364_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A125_length_3466_cov_5.845087_BlackFly16	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	unclassified
NODE_A125_length_3626_cov_9.060017_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A1263_length_1461_cov_3.488439_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A126_length_1918_cov_9.357958_BlackFly48	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A126_length_2087_cov_15.108955_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A126_length_2297_cov_7.441892_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Hungariovirus	Hungariovirus C1302
NODE_A126_length_2401_cov_93.813253_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A126_length_3112_cov_384.993740_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A127_length_1517_cov_2.072222_BlackFly4	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A127_length_1683_cov_77.044209_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A127_length_1974_cov_5.173432_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A127_length_1982_cov_6.317585_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A127_length_2287_cov_9.252941_BlackFly34	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	unclassified	Genomoviridae sp.
NODE_A127_length_3463_cov_289.979327_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A127_length_4626_cov_39.580567_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A1283_length_1013_cov_4.625000_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A128_length_2399_cov_6.843669_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A128_length_3545_cov_361.279412_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A129_length_2444_cov_8.204901_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus lentulus non-segmented dsRNA virus 1
NODE_A129_length_2524_cov_32.911320_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACF1
NODE_A129_length_3095_cov_11.243870_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Plant associated virga-like virus 1
NODE_A12_length_12685_cov_12.050603_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A12_length_14456_cov_30.748661_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A12_length_3661_cov_9.920201_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A12_length_3687_cov_33.805540_BlackFly11	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A12_length_3740_cov_86.837292_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A12_length_3941_cov_3.987060_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A12_length_4005_cov_7.099796_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A12_length_4078_cov_1345.648088_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A12_length_5622_cov_45.033003_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A12_length_6007_cov_14.230354_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A12_length_6424_cov_30.880416_BlackFly14	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 9
NODE_A12_length_7086_cov_86.661863_BlackFly32	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	unclassified	blackberry line pattern virus
NODE_A1305_length_1256_cov_1.800679_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A130_length_1559_cov_66.130904_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A130_length_1669_cov_19.113065_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 7
NODE_A130_length_2441_cov_5.409052_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A131_length_1233_cov_3.303633_BlackFly24	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A131_length_1583_cov_2.781541_BlackFly35	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Colletotrichum associated negative-sense single-stranded RNA virus 2
NODE_A131_length_1668_cov_3.040855_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A131_length_1740_cov_14.398677_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A131_length_3365_cov_11.162409_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A1322_length_1083_cov_2.140159_BlackFly43	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Cripavirus sp.
NODE_A132_length_1339_cov_6.136292_BlackFly10	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A132_length_1580_cov_9.947438_BlackFly35	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A132_length_1665_cov_350.833753_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A132_length_1677_cov_3.679375_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A132_length_2638_cov_9.228426_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Colletotrichum gloeosporioides RNA virus 1
NODE_A132_length_3362_cov_55.211568_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A132_length_3527_cov_10.798261_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A133_length_2339_cov_8.991158_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A133_length_2461_cov_8.196728_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A133_length_3345_cov_5.184823_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated ssRNA virus 9
NODE_A1345_length_1447_cov_2.337956_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A134_length_1388_cov_9.038902_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A134_length_1575_cov_40.796395_BlackFly35	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A134_length_1665_cov_11.067380_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A134_length_3517_cov_15.431395_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A1356_length_1243_cov_3.203259_BlackFly23	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A1358_length_1259_cov_7.624365_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A135_length_1364_cov_12.328671_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A135_length_1775_cov_5.767373_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Xanthomonas phage vB_XciM_LucasX
NODE_A135_length_1894_cov_1.640616_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A136_length_1361_cov_11.406542_BlackFly46	Viruses	unclassified	unclassified	unclassified	Anelloviridae	Gyrovirus	Gyrovirus VC5
NODE_A136_length_2220_cov_21.396640_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Botryotinia fuckeliana totivirus 1
NODE_A136_length_2443_cov_53.423077_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A136_length_3020_cov_133.409446_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A136_length_3481_cov_8.961516_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A137_length_1562_cov_7.391246_BlackFly35	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Colletotrichum associated negative-sense single-stranded RNA virus 2
NODE_A137_length_3285_cov_5.041459_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1382_length_1255_cov_22.867572_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A1385_length_1255_cov_4.019525_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Reoviridae sp.
NODE_A138_length_1197_cov_4.356250_BlackFly24	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Zeugodacus cucurbitae negev-like virus
NODE_A138_length_1447_cov_1.900000_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A138_length_1531_cov_12.098349_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A138_length_1872_cov_9.163231_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Coetzeevirus	Coetzeevirus JL1
NODE_A138_length_2984_cov_55.581699_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1391_length_1253_cov_11.740646_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A139_length_1526_cov_59.993099_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A139_length_1554_cov_6.857143_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A139_length_3420_cov_3.576727_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	unclassified
NODE_A13_length_1548_cov_12.384772_BlackFly_NC_Jara_2	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Goukovirus	Yichang insect goukovirus
NODE_A13_length_15859_cov_45.730579_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A13_length_3588_cov_10.750498_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A13_length_3712_cov_67.074828_BlackFly25	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A13_length_3738_cov_33.721661_BlackFly58	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A13_length_3834_cov_402.611924_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A13_length_4328_cov_12.258998_BlackFly38	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A13_length_4549_cov_50.622764_BlackFly45	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 13
NODE_A13_length_5271_cov_17.848672_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A13_length_6005_cov_14.811910_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A13_length_6106_cov_149.645547_BlackFly53	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	unclassified	Xinjiang mymona-like virus 2
NODE_A13_length_8503_cov_16.506409_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1404_length_1252_cov_2.573617_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A140_length_1187_cov_5.564865_BlackFly24	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 18
